,Unnamed: 0,Author_name,#Followers,Author FollowIndiadiadiag,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time,Cleaned,label_predict,py_lib Predictions
1648,2365,BrunoSurdel,839,3431,2012-07-16 10:42:00+00:00,False,"Warsaw, Poland",US President #Biden de facto calls on #siloviki / security &amp; military elite in #Russia to remove #WarCriminalPutin from power. / #RussiaUkraineWar,"[0, 150]",0,en,0,2022-03-26 18:01:30+00:00,us president biden de facto calls siloviki security amp military elite russia remove warcriminalputin power russiaukrainewar,0,0
1649,2366,callmeninzo,2,25,2018-01-07 03:02:31+00:00,False,,"@MarkHertling @POTUS Russia-Ukraine War Update: https://t.co/EArHKbVOh7
 Russian Ministry of Defence have claimed it has launched missiles on Ukraine from the Black Sea.
#RussiaUkraineWar #UkraineWar https://t.co/oI47Ia9vXT","[21, 223]",0,en,0,2022-03-26 18:01:28+00:00,russiaukraine war update,0,0
1650,2368,AnonHacWordWide,31900,4644,2013-06-03 03:41:47+00:00,False,Israel,#SlavaUkraini 🇺🇦 #Anonymous #HackersAgainstPutin  #Ukraine #Russia #UkraineRussianWar #RussiaUkraineWar #SlavaUkraine #IStandWithUkraine️ #Putin  and #FCKPTN,"[0, 157]",0,und,0,2022-03-26 18:01:15+00:00,slavaukraini anonymous hackersagainstputin ukraine russia ukrainerussianwar russiaukrainewar slavaukraine istandwithukraine putin fckptn,0,0
1651,2369,EuromaidanPR,87460,3591,2014-01-12 15:28:39+00:00,False,Ukraine,"While Putin’s missiles are destroying Ukrainian city of Lviv, up to 400 km to the west in Warshaw, Poland #Biden has a speech on him. Missiles VS words. Guess who will win ? | EMPR #RussiaUkraineWar https://t.co/Ce695TAJzC","[0, 198]",186,en,58,2022-03-26 18:01:12+00:00,putins missiles destroying ukrainian city lviv km west warshaw poland biden speech missiles vs words guess win empr russiaukrainewar,0,0
1652,2370,yazan048,37,0,2022-02-22 05:03:17+00:00,False,,"#Kyiv #UkraineWar #RussiaUkraineWar #UkraineRussiaWar #Russia #Kiev #Lviv. Urgent: Watch Calbir missiles from the depth of the sea towards the uncontrolled American militias in Ukraine. 
https://t.co/9nQ4WFoUpa https://t.co/WvwQcmXr3W","[0, 210]",0,en,2,2022-03-26 18:01:00+00:00,kyiv ukrainewar russiaukrainewar ukrainerussiawar russia kiev lviv urgent watch calbir missiles depth sea towards uncontrolled american militias ukraine,0,0
1653,2371,Roseallday4,29,763,2020-03-12 22:17:14+00:00,False,,"@CNN bringing in the A team for coverage of Biden's speech in Warsaw.
@kaitlancollins @wolfblitzer. ""For  God's sake, Putin cannot remain in power.""  #Ukraine #WARINUKRAINE #RussiaUkraineWar #PutinIsaWarCriminal https://t.co/kG1G2eIAeg","[0, 211]",0,en,0,2022-03-26 18:00:51+00:00,bringing team coverage bidens speech warsaw gods sake putin cannot remain power ukraine warinukraine russiaukrainewar putinisawarcriminal,1,1
1654,2372,Jerusalem_Post,556347,596,2009-01-25 14:17:26+00:00,True,Israel,"""For God's sake, this man cannot remain in power,"" #JoeBiden told a crowd in #Warsaw. Biden also said the #RussiaUkraineWar, now in its second month, had united the West.

https://t.co/CdJ24eU2p1","[0, 195]",22,en,7,2022-03-26 18:00:44+00:00,gods sake man cannot remain power joebiden told crowd warsaw biden also said russiaukrainewar second month united west,0,0
1655,2374,HUMAT0N,42,10,2018-11-08 19:26:13+00:00,False,,I'm going to call BS on this. Prove me wrong please. #RussiaUkraineWar https://t.co/xOy80PV5Z4,"[0, 70]",0,en,0,2022-03-26 18:00:38+00:00,im going call bs prove wrong please russiaukrainewar,0,0
1656,2376,callmeninzo,2,25,2018-01-07 03:02:31+00:00,False,,"@KyivIndependent Russia-Ukraine War Update: https://t.co/EArHKcdXvf
 Russian Ministry of Defence have claimed it has launched missiles on Ukraine from the Black Sea.
#RussiaUkraineWar #UkraineWar https://t.co/oI47IarFc1","[17, 219]",0,en,0,2022-03-26 18:00:16+00:00,russiaukraine war update,0,0
1657,2380,ISalutem,311,127,2020-09-30 06:00:29+00:00,False,Mundi Salutem,"RT @gmbutts: Our first take on the impending food security fallout from the #RussiaUkraineWar. tl;dr there’s no good news. 🌾 

Will Putin e…","[0, 140]",0,en,12,2022-03-26 18:00:09+00:00,first take impending food security fallout russiaukrainewar tldr theres good news putin e,1,1
1658,2381,FD_Editor,1499,634,2019-10-18 22:49:10+00:00,False,,"Spanish fishing sector gives government time on fuel crisis https://t.co/0sk3hM3iLx 

#spanishfishingnews #spanishfishingindustry #commercialfishing #fishingnews #dailyfishingnews #commercialfishingnews #fisheries #fish #RussiaUkraineWar #FuelPrice","[0, 248]",0,en,0,2022-03-26 18:00:01+00:00,spanish fishing sector gives government time fuel crisis,0,0
1659,2383,OperaNewsHubNG,7017,52,2019-10-23 16:37:14+00:00,False,"Lagos, Nigeria","Two rocket strikes hit Ukraine’s western city of Lviv on Saturday, wounding five people, as a fuel depot in the city was also gutted by fire.

https://t.co/Np8wPc7qdm.

#RussiaUkraineWar 
#OperaNewsHub","[0, 201]",2,en,0,2022-03-26 17:59:46+00:00,two rocket strikes hit ukraines western city lviv saturday wounding five people fuel depot city also gutted fire,0,0
1660,2384,themoralcop,3,118,2019-10-19 09:36:27+00:00,False,Canada/India,"However, the Russian public won't support such an unprincipled and bloody war campaign as Putin has been waging. 

This Ukraine War this way could create an image crisis for #Putin among Russians, who mostly see Ukrainians as ""brothers and sisters

#RussiaUkraineWar","[0, 266]",0,en,0,2022-03-26 17:59:40+00:00,however russian public support unprincipled bloody war campaign putin waging ukraine war way could create image crisis putin among russians mostly see ukrainians brothers sisters russiaukrainewar,0,0
1661,2385,hcrubin2009,406,971,2009-09-12 20:01:46+00:00,False,NYC  E: (HRubinroit@gmail.com),#Biden says #Putin ‘cannot remain in power’ in sweeping speech on #Russian invasion of #Ukraine.  #Russians #RussiaUkraineWar #RussianUkraineWar 👇👇 https://t.co/qoovoss1to,"[0, 147]",0,en,0,2022-03-26 17:59:35+00:00,biden says putin cannot remain power sweeping speech russian invasion ukraine russians russiaukrainewar russianukrainewar,0,0
1662,2390,GlobalForecastr,2570,1784,2011-01-14 16:30:35+00:00,False,,"""Having just finished David Murrin’s book by @GlobalForecastr, #BreakingTheCodeOfHistory, I have to conclude that it is the most complete work in the field of socio-politics that I have come across."" Julian Debreuil #geopolitics #RussiaUkraineWar https://t.co/wjEcIJ4fzA https://t.co/GHoqbn79Ni","[0, 270]",2,en,0,2022-03-26 17:58:04+00:00,finished david murrins book breakingthecodeofhistory conclude complete work field sociopolitics come across julian debreuil geopolitics russiaukrainewar,1,0
1663,2391,SlateCornelius,320,301,2021-07-18 05:35:31+00:00,False,Novigrad,Lviv was hit. #RussiaUkraineWar #Ukraine #Russia https://t.co/qMg9oSWtuh,"[0, 48]",0,de,1,2022-03-26 17:57:51+00:00,lviv hit russiaukrainewar ukraine russia,0,1
1664,2394,braxtonski,34,186,2015-05-06 20:20:56+00:00,False,,"#Lviv the second time under attack.
Mysteriously right on time as President #Biden visits his Polish counterpart #andrzejduda.
A warning shoot on the ongoing delivery of military equipment? 
@NATO
@WhiteHouse
@europarl
@polen_pl
#RussiaUkraineWar
#NoWar","[0, 253]",0,en,0,2022-03-26 17:57:05+00:00,lviv second time attack mysteriously right time president biden visits polish counterpart andrzejduda warning shoot ongoing delivery military equipment russiaukrainewar nowar,0,0
1665,2395,TitaLupo,2742,2829,2020-12-28 22:05:18+00:00,False,,RT @AntonioUriz: Drones images show the devastation caused by the bombing of a shopping center and a residential area in the Podil district…,"[0, 140]",0,en,22,2022-03-26 17:56:55+00:00,drones images show devastation caused bombing shopping center residential area podil district,0,0
1666,2399,turnerwebster,3908,2654,2009-07-08 20:23:15+00:00,False,West London,"https://t.co/etpTRVreEF
This lady had two dogs and a bird with her at Przemyśl Train Station in Poland, fleeing to safety. @vivacampaigns is supporting the animals in this deplorable #RussiaUkraineWar 
Proud to be a Patron. @RealGaryWebster","[0, 240]",6,en,5,2022-03-26 17:56:16+00:00,nan,0,0
1667,2400,CrisisActeur,1583,1224,2018-04-12 16:26:44+00:00,False,,RT @FaithReporters: Drone footage shows #Mariupol buildings destroyed in the ongoing #RussiaUkraineWar in #Ukraine https://t.co/yDQtmYf1C4,"[0, 138]",0,en,1,2022-03-26 17:55:43+00:00,drone footage shows mariupol buildings destroyed ongoing russiaukrainewar ukraine,0,0
1668,2402,IsraelHayom_INT,21,91,2021-10-19 20:05:53+00:00,False,,"President @POTUS escalates rhetoric, all but calling for regime change in the @KremlinRussia_E : ""For god’s sake, this man cannot remain in power” https://t.co/ppbzoiNszS
#RussiaUkraineWar #WarInEurope #Киев #Київ #Kyiv #Ukraine #UkraineWar  #VolodymyrZelenskyy #Украина #Україна","[0, 279]",0,en,0,2022-03-26 17:54:57+00:00,president escalates rhetoric calling regime change gods sake man cannot remain power,0,0
1669,2403,prime_scoop,343,71,2022-01-26 10:22:08+00:00,False,,"Russia-Ukraine War Update: https://t.co/sskDuBZaSo
 Russian Ministry of Defence have claimed it has launched missiles on Ukraine from the Black Sea.
#RussiaUkraineWar #UkraineWar https://t.co/f9vCCQ0BPo","[0, 178]",0,en,1,2022-03-26 17:54:41+00:00,russiaukraine war update,0,0
1670,2404,WysisW,337,741,2018-07-20 07:52:19+00:00,False,where ,"@bitcoinagile US brace yourself for more inflated prices.

#LA #NYC #USAvMEX #SaudiArabianGP 
#Bridgerton 
#CAMANAVAisPink 
#Ukraine 
#UkraineUnderAttack
#Russian
#RussiaUkraineConflict
#RussiaUkraineWar

#الحديدة","[14, 213]",0,en,0,2022-03-26 17:54:35+00:00,us brace inflated prices la nyc usavmex saudiarabiangp bridgerton camanavaispink ukraine ukraineunderattack russian russiaukraineconflict russiaukrainewar,0,0
1671,2406,SwervSter504,17,550,2021-12-17 18:04:57+00:00,False,,"@POTUS @NATO You, President Biden just made the statement that Putin can NOT remain in power. So…Do something about it!!! At least give #Ukraine fighter jets to protect themselves and #Europe. #NATO #EU #Putin #StandWithUkraine #Ukraine #RussiaUkraineWar #RussiaUkraineConflict","[0, 277]",0,en,0,2022-03-26 17:54:24+00:00,president biden made statement putin remain power sodo something least give ukraine fighter jets protect europe nato eu putin standwithukraine ukraine russiaukrainewar russiaukraineconflict,0,0
1672,2410,brain_storms,323,1040,2009-05-02 14:29:42+00:00,False,"Brooklyn, NY",#RussiaUkraineWar #UkraineRussiaWar #StandWithUkraine #FightWithUkraine https://t.co/c6Xaa0MH0F,"[0, 71]",0,und,0,2022-03-26 17:54:07+00:00,russiaukrainewar ukrainerussiawar standwithukraine fightwithukraine,0,0
1673,2411,Param31,846,1806,2008-12-26 18:24:20+00:00,False,Washington DC,"If Ronald Reagan is still remembered for his ""Mr. Gorbachev, tear down this wall"" remark, then Jo Biden's ""for God's sake, this man [Putin] can not remain in power"" statement will resonate for a long time. #RussiaUkraineWar #Putin #UkraineUnderAttaсk","[0, 250]",0,en,0,2022-03-26 17:54:06+00:00,ronald reagan still remembered mr gorbachev tear wall remark jo bidens gods sake man putin remain power statement resonate long time russiaukrainewar putin ukraineunderattak,0,1
1674,2412,terrapharma,2050,4792,2011-04-13 05:56:35+00:00,False,Canada,"RT @EmmettLesterSan: Russian propagandists try to argue with Mariupol residents (English subtitles)
#Ukraine #RussiaUkraineWar #UkraineWar…","[0, 139]",0,en,6,2022-03-26 17:54:03+00:00,russian propagandists try argue mariupol residents english subtitles ukraine russiaukrainewar ukrainewar,0,0
1675,2413,thebronzecrab,3,12,2022-03-17 18:49:55+00:00,False,The Bronze See,@NunesAlt @Applebees This is what WAR IS ALL ABOUT PEOPLE #MONEY #Applebees #RussiaUkraineWar,"[21, 93]",0,en,0,2022-03-26 17:54:02+00:00,war people money applebees russiaukrainewar,0,0
1676,2416,Sarkddine,367,182,2012-04-29 09:58:47+00:00,False,"Rio de Janeiro, Brésil","@mfa_russia Here is a true leader, defender of freedoms, of the little ones, against autocrats, dictators, ""butchers"".  Freedom will always prevail against hatred, obscurantism, the devil.  
🇺🇦 SLAVA UKRAINI 🇺🇦 
#Putin #PutinsWar #PutinsWarCrimes #RussiaUkraineWar #RussiaInvasion #Ukraine https://t.co/bpV7B3db53","[12, 289]",0,en,0,2022-03-26 17:53:27+00:00,true leader defender freedoms little ones autocrats dictators butchers freedom always prevail hatred obscurantism devil slava ukraini putin putinswar putinswarcrimes russiaukrainewar russiainvasion ukraine,0,0
1677,2417,Iegend_lstRRS,1096,1357,2019-07-11 10:27:17+00:00,False,,@Iegend_lstRRS's account has been withheld in India in response to a legal demand. Learn more.,"[0, 94]",3,en,2,2022-03-26 17:52:58+00:00,account withheld india response legal demand learn,0,0
1678,2420,MeinkingLG,47,996,2014-06-07 04:36:02+00:00,False,,#RussiaUkraineWar #StopPutinNOW #StopRussia Stop this mentally deranged dictator #DenazifyPutin #DenazifyRussia #BanPutinPropaganda #RussiansGetRidOfPutin https://t.co/KsOnnsTDW4,"[0, 154]",0,en,0,2022-03-26 17:52:36+00:00,russiaukrainewar stopputinnow stoprussia stop mentally deranged dictator denazifyputin denazifyrussia banputinpropaganda russiansgetridofputin,0,0
1679,2421,FaithReporters,125,46,2021-09-17 07:07:32+00:00,False,,Drone footage shows #Mariupol buildings destroyed in the ongoing #RussiaUkraineWar in #Ukraine https://t.co/yDQtmYf1C4,"[0, 94]",1,en,1,2022-03-26 17:52:25+00:00,drone footage shows mariupol buildings destroyed ongoing russiaukrainewar ukraine,0,0
1680,2427,ShailendraDhar,638,205,2011-09-03 20:28:21+00:00,False,,"Biden says NATO's territory, NATO is not a country. Nations have territory. NATO is a treaty not a nation.
Reveals what's US war machine has in mind.
#NATO #BidenIsADisgrace #RussiaUkraineWar #StandWithRussia","[0, 208]",2,en,1,2022-03-26 17:50:42+00:00,biden says natos territory nato country nations territory nato treaty nation reveals whats us war machine mind nato bidenisadisgrace russiaukrainewar standwithrussia,0,0
1681,2428,I_Katchanovski,8833,504,2011-02-21 21:36:19+00:00,False,"Ottawa, Canada","Spanish-language version of @CBCNews article with my interview on how the West can help #Ukraine during #RussiaUkraineWar 11/

#UkraineRussianWar #UkraineRussia #Ucrania #Rusia  #RussianUkrainianWar #Russia #RussiaUkraineConflict 
https://t.co/l4mhEXq1Ax","[0, 254]",3,en,0,2022-03-26 17:50:38+00:00,spanishlanguage version article interview west help ukraine russiaukrainewar ukrainerussianwar ukrainerussia ucrania rusia russianukrainianwar russia russiaukraineconflict,0,0
1682,2429,loveMiiFardeen,76,193,2020-07-28 10:49:32+00:00,False,India,"Here comes a leader with pack of lies for the people of #Ukraine.
He should think of restraint rather than retaliate..!! 
As #Russia is already fighting without any fear. I mean fearlessly.
#RussiaUkraineWar https://t.co/UugbmdroNK","[0, 207]",0,en,1,2022-03-26 17:50:25+00:00,comes leader pack lies people ukraine think restraint rather retaliate russia already fighting without fear mean fearlessly russiaukrainewar,0,0
1683,2430,MardipAvrupa,182,41,2021-11-10 12:36:30+00:00,False,,"Over 2 million Ukrainian refugees have entered Poland, according to UNHCR

https://t.co/pvCzOtXh8z

@MardinDiplomasi
@euronews
#Ukrainian #refugees #Poland #UNCHR #RussiaUkraineWar","[0, 180]",16,en,12,2022-03-26 17:50:24+00:00,million ukrainian refugees entered poland according unhcr,0,0
1684,2432,ThomasHemberge1,149,320,2019-01-26 11:11:08+00:00,False,"Berlin, Germany","RT @ChuSatosan: #Ukraine #RussiaUkraineWar 
#ArmedForcesofUkraine 

He's not afraid, fighting for his country, fighting to protect democrac…","[0, 140]",0,en,1,2022-03-26 17:49:53+00:00,ukraine russiaukrainewar armedforcesofukraine hes afraid fighting country fighting protect democrac,0,0
1685,2438,NYCsporty,145,332,2019-10-20 03:54:09+00:00,False,"Woodside, NY","Let's hope &amp; pray that Russia changing their focus leads to the end of this unnecessary conflict in Ukraine once &amp; for all! Actions speak louder than words &amp; we can say all we want about hoping for peace, but we need to see it happen ASAP before it gets worse!! #RussiaUkraineWar https://t.co/m3dwhiLNoT","[0, 291]",0,en,0,2022-03-26 17:49:00+00:00,lets hope amp pray russia changing focus leads end unnecessary conflict ukraine amp actions speak louder words amp say want hoping peace need see happen asap gets worse russiaukrainewar,0,0
1686,2439,gaspe_ale,126,1014,2019-05-12 10:07:40+00:00,False,תל אביב,@KremlinRussia_E @KremlinRussia I've   Recently discovered archival photo! #RussiaUkraineWar https://t.co/VWqXTIo7bJ,"[0, 92]",0,en,0,2022-03-26 17:48:54+00:00,ive recently discovered archival photo russiaukrainewar,0,1
1687,2441,EuromaidanPR,87460,3591,2014-01-12 15:28:39+00:00,False,Ukraine,BREAKING 3 more air strikes reported in Lviv. Stay in shelters!!!  | EMPR via city mayor Sadovyi #RussiaUkraineWar,"[0, 114]",85,en,44,2022-03-26 17:48:52+00:00,breaking air strikes reported lviv stay shelters empr via city mayor sadovyi russiaukrainewar,0,0
1688,2443,ChuSatosan,13,188,2009-10-26 01:25:19+00:00,False,North East US,"#Ukraine #RussiaUkraineWar 
#ArmedForcesofUkraine 

He's not afraid, fighting for his country, fighting to protect democracy, and the beauty of freedom.
The 🇺🇦 spirit will win this war. https://t.co/yRGCU8uCIt","[0, 185]",2,en,1,2022-03-26 17:48:45+00:00,ukraine russiaukrainewar armedforcesofukraine hes afraid fighting country fighting protect democracy beauty freedom spirit win war,0,0
1689,2445,KnutsfordX,1265,680,2014-06-21 09:20:10+00:00,False,"Knutsford, Cheshire",RT @IndMediaGroup: Multiple explosions reported in Ukraine’s western haven near Polish border #Lviv #WesternUkraine #WorldNews #ukrainewarn…,"[0, 140]",0,en,1,2022-03-26 17:48:15+00:00,multiple explosions reported ukraines western near polish border lviv westernukraine worldnews ukrainewarn,0,0
1690,2446,TwaddictsRUs,741,2720,2009-08-24 05:02:43+00:00,False,In The Clouds ;-) N.C. USA,"#StandWithUkraine  #SlavaUkraini 
#Kharkiv #Kyiv #Russia #Ukraine #UkraineRussiaWar #UkraineConflict #russiaukrainewar #Putin #Donbass #Luhansk #NATO #WW3 https://t.co/LhjEc7D7ld","[0, 154]",0,und,0,2022-03-26 17:48:09+00:00,standwithukraine slavaukraini kharkiv kyiv russia ukraine ukrainerussiawar ukraineconflict russiaukrainewar putin donbass luhansk nato ww,0,0
1691,2447,rickgib,1245,2104,2008-03-28 00:42:05+00:00,False,"34.045736,-118.7166",“This war is not worthy of the Russian people. For God sake this man cannot remain in power.” —Biden. @POTUS #Russia #RussiaUkraineWar,"[0, 134]",0,en,0,2022-03-26 17:48:08+00:00,war worthy russian people god sake man cannot remain power biden russia russiaukrainewar,0,0
1692,2448,MyDallasExpress,180,216,2021-01-11 19:07:19+00:00,False,"Dallas, Texas","NATO has reported the Russian military has suffered between 7,000 and 15,000 deaths. #RussiaUkraineWar 
https://t.co/8r5N1aCQsK","[0, 127]",0,en,0,2022-03-26 17:47:58+00:00,nato reported russian military suffered deaths russiaukrainewar,0,0
1693,2453,MomAllDay,416,305,2011-03-07 04:51:57+00:00,False,Probably on my back porch. TX,The speech Biden just gave from Poland sounded an awful lot like a pre-war speech. An awful lot. #Poland #Biden #Ukraine #RussiaUkraineWar,"[0, 138]",0,en,0,2022-03-26 17:46:42+00:00,speech biden gave poland sounded awful lot like prewar speech awful lot poland biden ukraine russiaukrainewar,0,0
1694,2454,EuromaidanPR,87460,3591,2014-01-12 15:28:39+00:00,False,Ukraine,"As a result of Russian air strike in Lviv, one of the industrial facilities/fuel deport is on fire | EMPR via city Mayor Sadovyi #RussiaUkraineWar","[0, 146]",36,en,11,2022-03-26 17:46:35+00:00,result russian air strike lviv one industrial facilitiesfuel deport fire empr via city mayor sadovyi russiaukrainewar,0,0
1695,2455,udayponugoti,159,8,2010-06-21 10:48:44+00:00,False,India,"Mr President,You're Slightly
Strange !
Which Is Geographically On
The Outer Fringes Of @NATO ?So Let Me Tell You A Little Of
The Local History To Show
That Despite
#RussiaUkraineWar
Intimidation.
NATO's Existence &amp; Aggressive
Task Of Expansionist Ideology
Were Stark ! @JoeBiden ? https://t.co/64YgcdvW0o","[0, 284]",0,en,0,2022-03-26 17:46:35+00:00,mr presidentyoure slightly strange geographically outer fringes let tell little local history show despite russiaukrainewar intimidation natos existence amp aggressive task expansionist ideology stark,0,0
1696,2456,ukraine_info_,627,3,2020-01-10 15:11:29+00:00,False,,"A fighter of the #Belarusian battalion shows #Russian destroyed equipment. 

#RussianUkrainianWar #RussiaUkraineWar #RussianArmy #RussiaUkraine #RussianWarCrimes #UkraineWar #UkraineUnderAttaсk #Ukraine️ #UkraineCrisis https://t.co/PzNd41xOJA","[0, 218]",4,en,1,2022-03-26 17:46:26+00:00,fighter belarusian battalion shows russian destroyed equipment russianukrainianwar russiaukrainewar russianarmy russiaukraine russianwarcrimes ukrainewar ukraineunderattak ukraine ukrainecrisis,0,0
1697,2457,thetribunechd,147393,320,2015-02-27 12:48:01+00:00,True,Chandigarh,"#RussiaUkraineWar 
US President #JoeBiden, in speech in #Poland, warns #Putin: ""Don't even think about moving onto one single inch of #NATO territory"", reports AP. PTI","[0, 167]",7,en,0,2022-03-26 17:46:25+00:00,russiaukrainewar us president joebiden speech poland warns putin dont even think moving onto one single inch nato territory reports ap pti,0,0
1698,2458,AmritYa33815537,87,23,2021-11-02 06:13:16+00:00,False,NEPAL,"RT @hizbie_: On March 24, the entire Levoberezhny district of Mariupol was liberated by servicemen of the #Chechen 141st Special Motorized…","[0, 139]",0,en,6,2022-03-26 17:46:20+00:00,march entire levoberezhny district mariupol liberated servicemen chechen st special motorized,1,1
1699,2459,MariaPivcevic,423,653,2021-05-30 16:21:55+00:00,False,,"RT @RenKeNews: Lviv authorities: two missile strikes had taken place in Lviv, 5 persons were injured. Damage to residential buildings and i…","[0, 140]",0,en,2,2022-03-26 17:46:08+00:00,lviv authorities two missile strikes taken place lviv persons injured damage residential buildings,0,0
1700,2460,olmo72,58,42,2011-01-29 12:32:23+00:00,False,,Napoli2022...#UcraniaRussia #UkraineRussiaWar #Ukrainian #Ucraina #Putin #Russia #RussoUkrainianWar #RussiaUkraineWar #Ukraine #Zelensky Rispetto per le soldate Ucraine. https://t.co/FMbncHS5M7,"[0, 169]",1,it,0,2022-03-26 17:45:49+00:00,napoliucraniarussia ukrainerussiawar ukrainian ucraina putin russia russoukrainianwar russiaukrainewar ukraine zelensky rispetto per le soldate ucraine,0,0
1701,2462,TomKeefer7,108,405,2018-11-22 07:54:42+00:00,False,Texarkana ,RT @rhpsia: ICYMI: A very informative thread 🧵on #sanctions and Russian oligarchs. #PanamaPapers #ParadisePapers #ArkadyRotenberg #BorisRot…,"[0, 140]",0,en,18,2022-03-26 17:45:11+00:00,icymi informative thread sanctions russian oligarchs panamapapers paradisepapers arkadyrotenberg borisrot,1,0
1702,2463,JustCallMe_Kush,23,209,2022-02-22 04:46:28+00:00,False,Planet Earth,"#UkraineRussiaWar #RussiaUkraineWar  #RussiaUkraineConflict
#RussiaUkraineCrisis 
#UkraineUnderAttaсk  #UkraineWar #UkranianRefugees 
My biggest Loss in War &amp; Terror Attacks. 
1999.
2001.
2003.
Unexpected 26/11 MumbaiAttack.
2019 Pulwama.
All My Brother's &amp; Greatest Friends.","[0, 283]",0,en,0,2022-03-26 17:44:55+00:00,ukrainerussiawar russiaukrainewar russiaukraineconflict russiaukrainecrisis ukraineunderattak ukrainewar ukranianrefugees biggest loss war amp terror attacks unexpected mumbaiattack pulwama brothers amp greatest friends,1,1
1703,2464,Andrea_Conard,36,314,2010-05-10 01:52:31+00:00,False,"Fresno, CA","Had Trump won the election, the Ukraine would now be Russian with Poland next. #PutinWarCrimes #russianinvasion #RussiaUkraineWar","[0, 129]",0,en,0,2022-03-26 17:44:12+00:00,trump election ukraine would russian poland next putinwarcrimes russianinvasion russiaukrainewar,0,0
1704,2466,AmritYa33815537,87,23,2021-11-02 06:13:16+00:00,False,NEPAL,RT @adam_hunayn: Mean while in mariupol the Chechen Russian division keep pushing deeper. Seems here they are holding position while they i…,"[0, 140]",0,en,2,2022-03-26 17:43:07+00:00,mean mariupol chechen russian division keep pushing deeper seems holding position,0,0
1705,2467,Chandri35395756,16,71,2021-05-10 17:21:04+00:00,False,,"RT @knowthenation: Leaders choose how powerful they want their nations to be..

#RussiaUkraineWar #PMGKAY #Biden #FoodShortage https://t.co…","[0, 140]",0,en,9,2022-03-26 17:43:05+00:00,leaders choose powerful want nations russiaukrainewar pmgkay biden foodshortage,1,1
1706,2469,AmritYa33815537,87,23,2021-11-02 06:13:16+00:00,False,NEPAL,"RT @hizbie_: #Chechen special forces soldiers work in #Mariupol.
#RussiaUkraineWar https://t.co/3UcBogVTeu","[0, 106]",0,en,5,2022-03-26 17:42:58+00:00,chechen special forces soldiers work mariupol russiaukrainewar,1,0
1707,2471,callmeninzo,2,25,2018-01-07 03:02:31+00:00,False,,"Watch Live stream. https://t.co/EArHKcdXvf  
Russia-Ukraine War Update: Huge Explosions In Lviv, As President Biden Gives Major Speech About War In Ukraine...
#RussiaUkraineWar
#RussianUkrainianWar #Russia #UkraineWar #Ukraine https://t.co/ubPd7XDQaM","[0, 250]",0,en,0,2022-03-26 17:42:40+00:00,watch live stream,1,1
1708,2475,Vijaykumar_bu,477,866,2014-06-17 12:40:13+00:00,False,"Maharashtra, India",#RussiaUkraineWar #RussiaUkraineConflict https://t.co/g3OumIVV3k,"[0, 40]",1,und,1,2022-03-26 17:41:11+00:00,russiaukrainewar russiaukraineconflict,0,0
1709,2477,Science_Mob,203,327,2018-11-06 21:23:39+00:00,False,"Berlin, Deutschland","""West is more united than it has ever been"" @POTUS in Poland on Russian #WARINUKRAINE #RussiaUkraineWar #UkraineUnderAttaсk https://t.co/A7jXwai4NL","[0, 123]",1,en,0,2022-03-26 17:40:54+00:00,west united ever poland russian warinukraine russiaukrainewar ukraineunderattak,0,0
1710,2478,AarushkaA,45,39,2021-06-14 16:56:01+00:00,False,Yltiömoralismin kehto,@visegrad24 Mafia gang rules a country. #russia #RussiaUkraineWar #ukrainansota,"[12, 79]",1,en,0,2022-03-26 17:40:26+00:00,mafia gang rules country russia russiaukrainewar ukrainansota,0,0
1711,2479,EstrelaDANoite8,3063,4994,2018-04-23 03:46:55+00:00,False,Pérola do Atlântico MADEIRA ,"RT @callmeninzo: @IAPonomarenko Watch Live stream. https://t.co/EArHKcdXvf  
Russia-Ukraine War Update: Huge Explosions In Lviv, As Preside…","[0, 140]",0,en,1,2022-03-26 17:40:24+00:00,watch live stream,1,1
1712,2481,I_Katchanovski,8833,504,2011-02-21 21:36:19+00:00,False,"Ottawa, Canada","French-language version of @CBCNews article with my interview on how the West can help #Ukraine during #RussiaUkraineWar 10/
 
#UkraineRussianWar #UkraineRussia #UkraineRussie  #Russie #RussianUkrainianWar #Russia #RussiaUkraineConflict #RussieUkraine 
https://t.co/Ea5xQj8KBC","[0, 276]",3,en,1,2022-03-26 17:39:18+00:00,frenchlanguage version article interview west help ukraine russiaukrainewar ukrainerussianwar ukrainerussia ukrainerussie russie russianukrainianwar russia russiaukraineconflict russieukraine,0,0
1713,2482,taizun_tapia,308,2577,2017-04-25 19:09:02+00:00,False,,"RT @livemint: #RussiaUkraineWar | Ukrainian President #VolodymyrZelenskyy has again appealed to Russia to negotiate an end to the war, but…","[0, 139]",0,en,3,2022-03-26 17:38:40+00:00,russiaukrainewar ukrainian president volodymyrzelenskyy appealed russia negotiate end war,0,0
1714,2483,GhayasM73,601,4988,2014-05-31 15:58:23+00:00,False,"Karachi, Pakistan","RT @Internl_Leaks: #Breaking #JoeBiden Eats Pizza And Calls Putin A ""Butcher"" in #Poland

#Russia #Russian #RussiaUkraineWar
#RussiaUkraine…","[0, 140]",0,en,1,2022-03-26 17:38:32+00:00,breaking joebiden eats pizza calls putin butcher poland russia russian russiaukrainewar russiaukraine,0,0
